,Uniprot,Protein Symbol,Antibodypedia Link,Ref-ed Antibodies via Antibodypedia,Total Article Count,Term Article Count,'String' Interactions,GO Score,UV Score,Overall Score,GO Terms
80,P04150,NR3C1,https://www.antibodypedia.com/gene/1329/NR3C1,49,1535,10,10,16,1,10.785161270816886,"['C:centrosome', 'C:chromatin', 'C:cytoplasm', 'C:cytosol', 'C:membrane', 'C:mitochondrial matrix', 'C:nuclear speck', 'C:nucleoplasm', 'C:nucleus', 'C:protein-containing complex', 'C:spindle', 'C:synapse', 'F:core promoter sequence-specific DNA binding', 'F:DNA-binding transcription activator activity, RNA polymerase II-specific', 'F:DNA-binding transcription factor activity', 'F:DNA-binding transcription factor activity, RNA polymerase II-specific', 'F:DNA-binding transcription repressor activity, RNA polymerase II-specific', 'F:estrogen response element binding', 'F:Hsp90 protein binding', 'F:identical protein binding', 'F:nuclear glucocorticoid receptor activity', 'F:nuclear receptor activity', 'F:protein kinase binding', 'F:RNA binding', 'F:RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'F:RNA polymerase II transcription regulatory region sequence-specific DNA binding', 'F:sequence-specific double-stranded DNA binding', 'F:steroid binding', 'F:steroid hormone binding', 'F:TBP-class protein binding', 'F:zinc ion binding', 'P:adrenal gland development', 'P:apoptotic process', 'P:astrocyte differentiation', 'P:cell division', 'P:cellular response to dexamethasone stimulus', 'P:cellular response to glucocorticoid stimulus', 'P:cellular response to steroid hormone stimulus', 'P:cellular response to transforming growth factor beta stimulus', 'P:chromatin organization', 'P:chromosome segregation', 'P:gene expression', 'P:glucocorticoid metabolic process', 'P:intracellular steroid hormone receptor signaling pathway', 'P:mammary gland duct morphogenesis', 'P:maternal behavior', 'P:microglia differentiation', 'P:motor behavior', 'P:negative regulation of DNA-templated transcription', 'P:negative regulation of transcription by RNA polymerase II', 'P:neuroinflammatory response', 'P:positive regulation of miRNA transcription', 'P:positive regulation of neuron apoptotic process', 'P:positive regulation of transcription by RNA polymerase II', 'P:regulation of DNA-templated transcription', 'P:regulation of glucocorticoid biosynthetic process', 'P:regulation of gluconeogenesis', 'P:regulation of transcription by RNA polymerase II', 'P:signal transduction', 'P:synaptic transmission, glutamatergic']"
70,O95251,KAT7,https://www.antibodypedia.com/gene/17983/KAT7,11,156,7,5,24,2,10.503845831964892,"['C:chromatin', 'C:chromosome', 'C:chromosome, centromeric region', 'C:cytosol', 'C:histone acetyltransferase complex', 'C:histone H3-K14 acetyltransferase complex', 'C:nucleoplasm', 'C:nucleus', 'C:site of DNA damage', 'F:chromatin binding', 'F:DNA replication origin binding', 'F:histone acetyltransferase activity', 'F:histone H3 acetyltransferase activity', 'F:histone H3K14 acetyltransferase activity', 'F:histone H3K23 acetyltransferase activity', 'F:histone H3K4 acetyltransferase activity', 'F:histone H4 acetyltransferase activity', 'F:histone H4K12 acetyltransferase activity', 'F:histone H4K5 acetyltransferase activity', 'F:histone H4K8 acetyltransferase activity', 'F:transcription coregulator activity', 'F:zinc ion binding', 'P:DNA repair', 'P:DNA replication', 'P:DNA replication-dependent chromatin disassembly', 'P:internal peptidyl-lysine acetylation', 'P:natural killer cell differentiation', 'P:positive regulation of DNA replication', 'P:positive regulation of DNA-templated transcription, elongation', 'P:positive regulation of hematopoietic stem cell proliferation', 'P:positive regulation of protein localization to nucleus', 'P:regulation of cell cycle', 'P:regulation of cell growth', 'P:regulation of DNA biosynthetic process', 'P:regulation of DNA replication', 'P:regulation of DNA-templated DNA replication initiation', 'P:regulation of DNA-templated transcription', 'P:regulation of nucleotide-excision repair', 'P:regulation of transcription by RNA polymerase II', 'P:response to actinomycin D', 'P:response to anisomycin', 'P:response to dithiothreitol', 'P:response to hydroxyurea', 'P:response to sorbitol', 'P:stress-activated protein kinase signaling cascade', 'P:transcription initiation-coupled chromatin remodeling']"
254,Q16236,NFE2L2,https://www.antibodypedia.com/gene/903/NFE2L2,40,10274,207,8,17,3,10.477135063251636,"['C:centrosome', 'C:chromatin', 'C:cytoplasm', 'C:cytosol', 'C:Golgi apparatus', 'C:mediator complex', 'C:non-membrane-bounded organelle', 'C:nucleoplasm', 'C:nucleus', 'C:plasma membrane', 'C:protein-DNA complex', 'C:RNA polymerase II transcription regulator complex', 'F:DNA binding', 'F:DNA-binding transcription activator activity, RNA polymerase II-specific', 'F:DNA-binding transcription factor activity', 'F:DNA-binding transcription factor activity, RNA polymerase II-specific', 'F:molecular condensate scaffold activity', 'F:protein domain specific binding', 'F:RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'F:RNA polymerase II-specific DNA-binding transcription factor binding', 'F:sequence-specific DNA binding', 'F:transcription cis-regulatory region binding', 'F:transcription coregulator binding', 'F:ubiquitin protein ligase binding', 'P:aflatoxin catabolic process', 'P:cell redox homeostasis', 'P:cellular response to angiotensin', 'P:cellular response to copper ion', 'P:cellular response to fluid shear stress', 'P:cellular response to glucose starvation', 'P:cellular response to hydrogen peroxide', 'P:cellular response to hypoxia', 'P:cellular response to laminar fluid shear stress', 'P:cellular response to oxidative stress', 'P:cellular response to tumor necrosis factor', 'P:cellular response to xenobiotic stimulus', 'P:endoplasmic reticulum unfolded protein response', 'P:inflammatory response', 'P:integrated stress response signaling', 'P:negative regulation of cardiac muscle cell apoptotic process', 'P:negative regulation of cellular response to hypoxia', 'P:negative regulation of endothelial cell apoptotic process', 'P:negative regulation of ferroptosis', 'P:negative regulation of hematopoietic stem cell differentiation', 'P:negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway', 'P:negative regulation of vascular associated smooth muscle cell migration', 'P:PERK-mediated unfolded protein response', 'P:positive regulation of angiogenesis', 'P:positive regulation of blood coagulation', 'P:positive regulation of blood vessel endothelial cell migration', 'P:positive regulation of DNA-templated transcription', 'P:positive regulation of ERAD pathway', 'P:positive regulation of gene expression', 'P:positive regulation of glucose import', 'P:positive regulation of glutathione biosynthetic process', 'P:positive regulation of neuron projection development', 'P:positive regulation of reactive oxygen species metabolic process', 'P:positive regulation of transcription by RNA polymerase II', 'P:positive regulation of ubiquitin-dependent protein catabolic process', 'P:proteasomal ubiquitin-independent protein catabolic process', 'P:proteasome-mediated ubiquitin-dependent protein catabolic process', 'P:protein ubiquitination', 'P:regulation of cellular response to oxidative stress', 'P:regulation of embryonic development', 'P:regulation of innate immune response', 'P:regulation of removal of superoxide radicals', 'P:regulation of transcription by RNA polymerase II', 'P:response to ischemia', 'P:response to oxidative stress']"
105,P10916,MYL2,https://www.antibodypedia.com/gene/31071/MYL2,30,251,1,27,-3,3,10.146740467554185,"['C:A band', 'C:cardiac myofibril', 'C:cytoplasm', 'C:cytoskeleton', 'C:cytosol', 'C:myofibril', 'C:myosin complex', 'C:sarcomere', 'F:actin monomer binding', 'F:calcium ion binding', 'F:myosin heavy chain binding', 'F:structural constituent of muscle', 'P:cardiac muscle contraction', 'P:cardiac myofibril assembly', 'P:heart contraction', 'P:heart development', 'P:muscle cell fate specification', 'P:negative regulation of cell growth', 'P:positive regulation of the force of heart contraction', 'P:regulation of striated muscle contraction', 'P:regulation of the force of heart contraction', 'P:ventricular cardiac muscle tissue morphogenesis']"
148,P37840,SNCA,https://www.antibodypedia.com/gene/14688/SNCA,83,3680,22,7,3,3,9.80584234872882,"['C:actin cytoskeleton', 'C:axon', 'C:axon terminus', 'C:cell cortex', 'C:cytoplasm', 'C:cytosol', 'C:extracellular region', 'C:extracellular space', 'C:growth cone', 'C:inclusion body', 'C:lysosome', 'C:membrane', 'C:mitochondrion', 'C:neuronal cell body', 'C:nucleus', 'C:perinuclear region of cytoplasm', 'C:plasma membrane', 'C:postsynapse', 'C:protein-containing complex', 'C:supramolecular fiber', 'C:synaptic vesicle membrane', 'F:actin binding', 'F:alpha-tubulin binding', 'F:calcium ion binding', 'F:copper ion binding', 'F:cuprous ion binding', 'F:cysteine-type endopeptidase inhibitor activity involved in apoptotic process', 'F:dynein complex binding', 'F:ferrous iron binding', 'F:histone binding', 'F:Hsp70 protein binding', 'F:identical protein binding', 'F:kinesin binding', 'F:lipid binding', 'F:magnesium ion binding', 'F:molecular adaptor activity', 'F:oxidoreductase activity', 'F:phospholipid binding', 'F:phosphoprotein binding', 'F:protein kinase inhibitor activity', 'F:SNARE binding', 'F:tau protein binding', 'F:transcription cis-regulatory region binding', 'F:zinc ion binding', 'P:activation of cysteine-type endopeptidase activity involved in apoptotic process', 'P:adult locomotory behavior', 'P:amyloid fibril formation', 'P:cellular response to copper ion', 'P:cellular response to epinephrine stimulus', 'P:cellular response to oxidative stress', 'P:chemical synaptic transmission', 'P:dopamine biosynthetic process', 'P:dopamine uptake involved in synaptic transmission', 'P:excitatory postsynaptic potential', 'P:fatty acid metabolic process', 'P:long-term synaptic potentiation', 'P:microglial cell activation', 'P:mitochondrial ATP synthesis coupled electron transport', 'P:mitochondrial membrane organization', 'P:negative regulation of apoptotic process', 'P:negative regulation of chaperone-mediated autophagy', 'P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process', 'P:negative regulation of dopamine uptake involved in synaptic transmission', 'P:negative regulation of exocytosis', 'P:negative regulation of microtubule polymerization', 'P:negative regulation of mitochondrial electron transport, NADH to ubiquinone', 'P:negative regulation of monooxygenase activity', 'P:negative regulation of neuron apoptotic process', 'P:negative regulation of norepinephrine uptake', 'P:negative regulation of platelet-derived growth factor receptor signaling pathway', 'P:negative regulation of protein kinase activity', 'P:negative regulation of serotonin uptake', 'P:negative regulation of thrombin-activated receptor signaling pathway', 'P:negative regulation of transcription by RNA polymerase II', 'P:negative regulation of transporter activity', 'P:neuron apoptotic process', 'P:neutral lipid metabolic process', 'P:phospholipid metabolic process', 'P:positive regulation of apoptotic process', 'P:positive regulation of endocytosis', 'P:positive regulation of exocytosis', 'P:positive regulation of glutathione peroxidase activity', 'P:positive regulation of hydrogen peroxide catabolic process', 'P:positive regulation of inflammatory response', 'P:positive regulation of inositol phosphate biosynthetic process', 'P:positive regulation of neurotransmitter secretion', 'P:positive regulation of peptidyl-serine phosphorylation', 'P:positive regulation of protein localization to cell periphery', 'P:positive regulation of protein serine/threonine kinase activity', 'P:positive regulation of receptor recycling', 'P:positive regulation of release of sequestered calcium ion into cytosol', 'P:positive regulation of SNARE complex assembly', 'P:protein destabilization', 'P:protein tetramerization', 'P:receptor internalization', 'P:regulation of acyl-CoA biosynthetic process', 'P:regulation of dopamine secretion', 'P:regulation of glutamate secretion', 'P:regulation of locomotion', 'P:regulation of long-term neuronal synaptic plasticity', 'P:regulation of macrophage activation', 'P:regulation of norepinephrine uptake', 'P:regulation of phospholipase activity', 'P:regulation of presynapse assembly', 'P:regulation of reactive oxygen species biosynthetic process', 'P:regulation of synaptic vesicle recycling', 'P:regulation of transmembrane transporter activity', 'P:response to interleukin-1', 'P:response to iron(II) ion', 'P:response to lipopolysaccharide', 'P:response to magnesium ion', 'P:response to type II interferon', 'P:response to xenobiotic stimulus', 'P:SNARE complex assembly', 'P:supramolecular fiber organization', 'P:synapse organization', 'P:synaptic vesicle endocytosis', 'P:synaptic vesicle exocytosis', 'P:synaptic vesicle priming', 'P:synaptic vesicle transport']"
193,P68032,ACTC1,https://www.antibodypedia.com/gene/9782/ACTC1,22,236,2,29,-4,3,9.7768330372056,"['C:actin filament', 'C:blood microparticle', 'C:cell body', 'C:cytoplasm', 'C:cytosol', 'C:extracellular exosome', 'C:extracellular space', 'C:filopodium', 'C:focal adhesion', 'C:glutamatergic synapse', 'C:I band', 'C:lamellipodium', 'C:membrane', 'C:sarcomere', 'F:ATP binding', 'F:hydrolase activity', 'F:microfilament motor activity', 'F:myosin binding', 'P:actin filament organization', 'P:actin filament-based movement', 'P:actin-myosin filament sliding', 'P:actomyosin structure organization', 'P:cardiac muscle tissue morphogenesis', 'P:cardiac myofibril assembly', 'P:heart contraction', 'P:mesenchyme migration', 'P:negative regulation of apoptotic process', 'P:positive regulation of gene expression', 'P:skeletal muscle thin filament assembly']"
225,Q13426,XRCC4,https://www.antibodypedia.com/gene/1873/XRCC4,23,856,365,6,2,2,9.41525685047079,"['C:cytosol', 'C:DNA ligase IV complex', 'C:DNA-dependent protein kinase-DNA ligase 4 complex', 'C:nonhomologous end joining complex', 'C:nucleoplasm', 'C:nucleus', 'C:site of double-strand break', 'F:FHA domain binding', 'F:identical protein binding', 'P:cellular response to lithium ion', 'P:DNA ligation involved in DNA repair', 'P:double-strand break repair', 'P:double-strand break repair via nonhomologous end joining', 'P:immunoglobulin V(D)J recombination', 'P:positive regulation of ligase activity', 'P:protein localization to site of double-strand break', 'P:response to X-ray']"
229,Q13616,CUL1,https://www.antibodypedia.com/gene/3630/CUL1,12,945,49,17,9,2,9.343346849381454,"['C:cullin-RING ubiquitin ligase complex', 'C:cytoplasm', 'C:cytosol', 'C:nucleoplasm', 'C:nucleus', 'C:Parkin-FBXW7-Cul1 ubiquitin ligase complex', 'C:plasma membrane', 'C:SCF ubiquitin ligase complex', 'F:protein-macromolecule adaptor activity', 'F:ubiquitin ligase complex scaffold activity', 'F:ubiquitin protein ligase binding', 'P:animal organ morphogenesis', 'P:cell population proliferation', 'P:G1/S transition of mitotic cell cycle', 'P:intrinsic apoptotic signaling pathway', 'P:positive regulation of canonical NF-kappaB signal transduction', 'P:proteasome-mediated ubiquitin-dependent protein catabolic process', 'P:protein K48-linked ubiquitination', 'P:protein monoubiquitination', 'P:protein ubiquitination', 'P:SCF-dependent proteasomal ubiquitin-dependent protein catabolic process']"
177,P52948,NUP98,https://www.antibodypedia.com/gene/23367/NUP98,9,737,8,16,15,1,9.334407967987916,"['C:cytosol', 'C:nuclear body', 'C:nuclear envelope', 'C:nuclear inclusion body', 'C:nuclear membrane', 'C:nuclear periphery', 'C:nuclear pore', 'C:nuclear pore cytoplasmic filaments', 'C:nuclear pore nuclear basket', 'C:nuclear pore outer ring', 'C:nucleoplasm', 'C:ribonucleoprotein complex', 'F:molecular condensate scaffold activity', 'F:mRNA binding', 'F:nuclear localization sequence binding', 'F:promoter-specific chromatin binding', 'F:RNA binding', 'F:serine-type peptidase activity', 'F:structural constituent of nuclear pore', 'F:transcription coactivator activity', 'P:mRNA transport', 'P:nuclear pore complex assembly', 'P:nuclear pore organization', 'P:nucleocytoplasmic transport', 'P:positive regulation of mRNA splicing, via spliceosome', 'P:post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery', 'P:protein import into nucleus', 'P:proteolysis', 'P:RNA export from nucleus', 'P:telomere tethering at nuclear periphery']"
82,P05976,MYL1,https://www.antibodypedia.com/gene/20019/MYL1,6,93,0,30,-3,3,9.176816230282505,"['C:contractile muscle fiber', 'C:cytosol', 'C:muscle myosin complex', 'C:myofibril', 'C:myosin II complex', 'C:sarcomere', 'F:calcium ion binding', 'F:structural constituent of muscle', 'P:muscle contraction', 'P:muscle filament sliding']"
